stock_id,stock_name,industry_category,actual_months,WMAPE,SMAPE,MedianAPE,MAPE,RMSE,MAE,Bias,UnderestimateRate,DirectionAccuracy,WMAPE_numeric_valid,SMAPE_numeric_valid,MedianAPE_numeric_valid,MAPE_numeric_valid,RMSE_numeric_valid,MAE_numeric_valid,Bias_numeric_valid,UnderestimateRate_numeric_valid,DirectionAccuracy_numeric_valid,sarima_months,fallback_months,selected_order,selected_seasonal_order,best_aic,runtime_seconds
2453,凌群,電子工業,12,2.363,2.478,2.631,2.468,18113.849,14637.817,1290.375,33.333,91.667,2.3632125440981477,2.478091951834384,2.631157022416001,2.4677869594441084,18113.848666331804,14637.817271895396,1290.3750638698984,33.33333333333333,91.66666666666666,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-100.55031701774774,0.8491287999786437
6464,台數科,其他,12,2.387,2.401,2.222,2.411,10051.759,8856.154,1308.438,50.0,91.667,2.3872289192074567,2.4013440054677115,2.222439450888833,2.4113637507301293,10051.75897713042,8856.15378062042,1308.4384503322265,50.0,91.66666666666666,12,0,"(0, 1, 1)","(1, 1, 0, 12)",-111.8583618310562,1.8357037999667227
6257,矽格,電子工業,12,2.468,2.469,3.042,2.468,46413.195,40289.348,4448.087,33.333,50.0,2.4683072369339554,2.4685721070542286,3.0421093294318755,2.467635055428741,46413.19532854819,40289.348031703186,4448.086971496348,33.33333333333333,50.0,12,0,"(0, 1, 1)","(1, 1, 0, 12)",-100.49284238081675,0.7659028000198305
9925,新保,其他,12,2.543,2.519,1.373,2.444,29727.47,17238.532,-10695.62,58.333,66.667,2.5432483854617045,2.5190976184377116,1.3732823380746824,2.4435169108109607,29727.469584909475,17238.53176015918,-10695.619608830544,58.333333333333336,66.66666666666666,12,0,"(0, 1, 1)","(0, 1, 0, 12)",-169.8862783365105,0.7644566998351365
2492,華新科,電子零組件業,12,2.563,2.611,1.602,2.601,107894.895,77879.815,-10365.095,66.667,83.333,2.562898268853631,2.611398903800791,1.6018739867193865,2.6006844584291176,107894.89471374765,77879.81485496282,-10365.094745204784,66.66666666666666,83.33333333333334,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-117.18921295207916,0.9321520999073982
5903,全家,居家生活類,12,2.589,2.683,2.431,2.697,294867.728,237427.045,-61197.735,66.667,75.0,2.5891210200325134,2.682517492212578,2.4311990692791587,2.696549641855216,294867.72777570935,237427.04500921242,-61197.73481015566,66.66666666666666,75.0,12,0,"(1, 1, 0)","(0, 1, 0, 12)",-186.1432299242205,0.5755779999308288
6184,大豐電,其他,12,2.614,2.614,2.297,2.608,5626.79,4701.181,472.643,33.333,50.0,2.61426306465363,2.6139776279528437,2.297179300853786,2.608385950613484,5626.790138381655,4701.181341010437,472.64281996851304,33.33333333333333,50.0,12,0,"(1, 1, 0)","(0, 1, 0, 12)",-293.59358291809866,0.5436876001767814
2441,超豐,電子工業,12,2.705,2.749,2.284,2.751,40994.214,37783.169,6100.115,33.333,83.333,2.7045589870747686,2.7488442456793547,2.283909983461279,2.7506873530841047,40994.213665815536,37783.16910865472,6100.1145304616075,33.33333333333333,83.33333333333334,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-97.23392590768758,0.8565736000891775
4128,中天,生技醫療業,12,2.726,2.726,1.769,2.668,5722.767,4302.305,-2992.592,75.0,75.0,2.725723467605251,2.725644967953268,1.7690687770130693,2.668073438388473,5722.76688205637,4302.304635630358,-2992.592354752065,75.0,75.0,12,0,"(1, 1, 1)","(0, 1, 1, 12)",-53.66153297256182,1.1319035000633448
2640,大車隊,數位雲端類,12,2.739,2.663,2.784,2.711,8518.71,7148.729,6190.919,25.0,66.667,2.7388602651768044,2.663316150886118,2.7842033235063233,2.711487499383235,8518.710157078913,7148.7288491241825,6190.919062733122,25.0,66.66666666666666,12,0,"(1, 1, 1)","(0, 1, 1, 12)",-100.11755880666168,1.6539762001484632
6844,諾貝兒,生技醫療業,12,2.749,2.746,1.45,2.701,11697.009,7894.0,-3865.167,83.333,83.333,2.7487691504577363,2.7464664978187137,1.4495666098190332,2.7005759416776685,11697.008698808426,7894.0,-3865.1666666666665,83.33333333333334,83.33333333333334,0,12,,,,0.0233783000148832
2412,中華電,電子工業,12,2.788,2.714,2.764,2.711,662935.219,548564.382,-97017.465,58.333,83.333,2.7879588599223375,2.7144007144650404,2.7643084497320496,2.7108037492729804,662935.2188804166,548564.3821057305,-97017.46453459002,58.333333333333336,83.33333333333334,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-163.8582297825269,1.3908742000348866
9941,裕融,其他,12,2.811,2.808,2.571,2.81,111821.724,92897.479,-4658.256,50.0,75.0,2.811003146429697,2.8079592640139537,2.570805044233971,2.809690494742316,111821.72415553588,92897.47915258985,-4658.255946851995,50.0,75.0,12,0,"(1, 1, 1)","(0, 1, 0, 12)",-204.2806222862081,1.3640053998678925
6469,大樹,生技醫療業,12,2.908,2.916,2.487,2.918,55471.673,45734.737,1163.029,41.667,91.667,2.907736732035391,2.916443172015801,2.4871128327756753,2.9182627306576947,55471.67296107858,45734.737003619295,1163.0292018345597,41.66666666666667,91.66666666666666,12,0,"(1, 1, 1)","(0, 1, 0, 12)",-134.7541091050958,1.6054908998776227
6525,捷敏-KY,半導體業,12,2.913,3.059,1.764,3.022,17570.53,12928.006,-2544.327,50.0,66.667,2.912855658685085,3.058828922198764,1.7635443808478792,3.0217500781729187,17570.529977243208,12928.005900956234,-2544.3267812636427,50.0,66.66666666666666,12,0,"(1, 1, 1)","(0, 1, 1, 12)",-69.46963508428941,1.4131710999645293
6592,和潤企業,其他,12,2.914,2.996,1.573,2.923,90862.968,57554.848,-15264.336,50.0,75.0,2.913663745549094,2.9963227415814875,1.5729909730091953,2.923399385906867,90862.96839529183,57554.8479851356,-15264.335949206163,50.0,75.0,12,0,"(1, 1, 0)","(0, 1, 0, 12)",-163.02725311435054,0.4668247001245618
2755,揚秦,觀光餐旅,12,2.935,2.978,3.06,2.975,8696.089,7445.68,-229.725,50.0,91.667,2.934563755599184,2.978142954440054,3.059774922405218,2.975288739974261,8696.089347221936,7445.680315907492,-229.72511068718936,50.0,91.66666666666666,12,0,"(1, 1, 1)","(0, 1, 0, 12)",-134.01585749680538,0.624462999869138
1259,安心,觀光餐旅,12,3.005,3.038,2.716,3.053,19951.821,15184.724,-1162.421,58.333,83.333,3.005214315421426,3.0378341332499517,2.7156108219925454,3.0530886197192952,19951.821358304947,15184.724353854015,-1162.4210730816267,58.333333333333336,83.33333333333334,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-117.98136733577712,2.014728599926457
2947,振宇五金,居家生活類,12,3.014,2.998,2.101,3.07,7328.356,5776.033,5408.476,8.333,83.333,3.014494598222752,2.997947626549524,2.100517711395306,3.069656485517787,7328.356330667267,5776.032906393305,5408.475651490534,8.333333333333332,83.33333333333334,12,0,"(1, 1, 1)","(0, 1, 0, 12)",-129.66718624306608,0.7077289998997003
