date,stock_id,EPS,statement_available_date
2019-09-30,8215,0.21,2019-11-14
2019-12-31,8215,0.1,2020-03-31
2020-03-31,8215,0.1,2020-05-15
2020-06-30,8215,0.24,2020-08-14
2020-09-30,8215,0.36,2020-11-14
2020-12-31,8215,0.53,2021-03-31
2021-03-31,8215,0.52,2021-05-15
2021-06-30,8215,0.86,2021-08-14
2021-09-30,8215,0.84,2021-11-14
2021-12-31,8215,0.82,2022-03-31
2022-03-31,8215,0.91,2022-05-15
2022-06-30,8215,0.82,2022-08-14
2022-09-30,8215,1.67,2022-11-14
2022-12-31,8215,0.65,2023-03-31
2023-03-31,8215,0.16,2023-05-15
2023-06-30,8215,0.45,2023-08-14
2023-09-30,8215,0.58,2023-11-14
2023-12-31,8215,0.1,2024-03-31
2024-03-31,8215,0.11,2024-05-15
2024-06-30,8215,0.23,2024-08-14
2024-09-30,8215,0.14,2024-11-14
2024-12-31,8215,0.14,2025-03-31
2025-03-31,8215,0.15,2025-05-15
2025-06-30,8215,0.01,2025-08-14
2025-09-30,8215,-0.28,2025-11-14
2025-12-31,8215,-1.02,2026-03-31
2026-03-31,8215,-0.64,2026-05-15
2026-06-30,8215,-0.32,2026-08-14
2019-03-31,8222,0.19,2019-05-15
2019-06-30,8222,0.26,2019-08-14
2019-09-30,8222,0.21,2019-11-14
2019-12-31,8222,-0.01,2020-03-31
2020-03-31,8222,0.17,2020-05-15
2020-06-30,8222,-0.06,2020-08-14
2020-09-30,8222,-0.34,2020-11-14
2020-12-31,8222,-0.35,2021-03-31
2021-03-31,8222,-0.43,2021-05-15
2021-06-30,8222,-0.54,2021-08-14
2021-09-30,8222,-0.22,2021-11-14
2021-12-31,8222,-0.32,2022-03-31
2022-03-31,8222,-0.11,2022-05-15
2022-06-30,8222,0.02,2022-08-14
2022-09-30,8222,0.47,2022-11-14
2022-12-31,8222,-0.11,2023-03-31
2023-03-31,8222,0.08,2023-05-15
2023-06-30,8222,0.4,2023-08-14
2023-09-30,8222,0.42,2023-11-14
2023-12-31,8222,-0.02,2024-03-31
2024-03-31,8222,0.44,2024-05-15
2024-06-30,8222,0.36,2024-08-14
2024-09-30,8222,0.23,2024-11-14
2024-12-31,8222,0.46,2025-03-31
2025-03-31,8222,0.31,2025-05-15
2025-06-30,8222,-0.3,2025-08-14
2025-09-30,8222,0.15,2025-11-14
2025-12-31,8222,0.39,2026-03-31
2026-03-31,8222,0.37,2026-05-15
2026-06-30,8222,0.45,2026-08-14
2019-06-30,8227,0.01,2019-08-14
2019-12-31,8227,-0.12,2020-03-31
2020-06-30,8227,-0.33,2020-08-14
2020-12-31,8227,-1.8,2021-03-31
2021-06-30,8227,0.4,2021-08-14
2021-12-31,8227,0.75,2022-03-31
2022-03-31,8227,0.69,2022-05-15
2022-06-30,8227,0.75,2022-08-14
2022-09-30,8227,1.17,2022-11-14
2022-12-31,8227,-0.41,2023-03-31
2023-03-31,8227,0.96,2023-05-15
2023-06-30,8227,1.12,2023-08-14
2023-09-30,8227,1.38,2023-11-14
2023-12-31,8227,0.84,2024-03-31
2024-03-31,8227,0.41,2024-05-15
2024-06-30,8227,0.44,2024-08-14
2024-09-30,8227,0.1,2024-11-14
2024-12-31,8227,0.7,2025-03-31
2025-03-31,8227,0.19,2025-05-15
2025-06-30,8227,-0.06,2025-08-14
2025-09-30,8227,1.26,2025-11-14
2025-12-31,8227,0.66,2026-03-31
2026-03-31,8227,0.64,2026-05-15
2026-06-30,8227,2.59,2026-08-14
2019-03-31,8234,0.34,2019-05-15
2019-06-30,8234,0.5,2019-08-14
2019-09-30,8234,0.31,2019-11-14
2019-12-31,8234,0.46,2020-03-31
2020-03-31,8234,0.12,2020-05-15
2020-06-30,8234,0.24,2020-08-14
2020-09-30,8234,0.28,2020-11-14
2020-12-31,8234,0.42,2021-03-31
2021-03-31,8234,-0.24,2021-05-15
2021-06-30,8234,0.09,2021-08-14
2021-09-30,8234,0.56,2021-11-14
2021-12-31,8234,0.6,2022-03-31
2022-03-31,8234,0.66,2022-05-15
2022-06-30,8234,0.7,2022-08-14
2022-09-30,8234,4.61,2022-11-14
2022-12-31,8234,0.42,2023-03-31
2023-03-31,8234,0.92,2023-05-15
2023-06-30,8234,0.09,2023-08-14
2023-09-30,8234,0.6,2023-11-14
2023-12-31,8234,-0.34,2024-03-31
2024-03-31,8234,-0.14,2024-05-15
2024-06-30,8234,0.08,2024-08-14
2024-09-30,8234,0.18,2024-11-14
2024-12-31,8234,0.49,2025-03-31
2025-03-31,8234,0.57,2025-05-15
2025-06-30,8234,-0.16,2025-08-14
2025-09-30,8234,-0.08,2025-11-14
2025-12-31,8234,0.07,2026-03-31
2026-03-31,8234,-0.44,2026-05-15
2026-06-30,8234,0.28,2026-08-14
2019-03-31,8240,0.08,2019-05-15
2019-06-30,8240,0.32,2019-08-14
2019-09-30,8240,1.01,2019-11-14
2019-12-31,8240,0.69,2020-03-31
2020-03-31,8240,0.35,2020-05-15
2020-06-30,8240,0.42,2020-08-14
2020-09-30,8240,0.7,2020-11-14
2020-12-31,8240,0.74,2021-03-31
2021-03-31,8240,0.98,2021-05-15
2021-06-30,8240,0.19,2021-08-14
2021-09-30,8240,0.83,2021-11-14
2021-12-31,8240,2.39,2022-03-31
2022-03-31,8240,0.69,2022-05-15
2022-06-30,8240,0.98,2022-08-14
2022-09-30,8240,0.62,2022-11-14
2022-12-31,8240,0.36,2023-03-31
2023-03-31,8240,0.04,2023-05-15
2023-06-30,8240,1.05,2023-08-14
2023-09-30,8240,0.6,2023-11-14
2023-12-31,8240,0.36,2024-03-31
2024-03-31,8240,0.36,2024-05-15
2024-06-30,8240,0.79,2024-08-14
2024-09-30,8240,1.73,2024-11-14
2024-12-31,8240,0.16,2025-03-31
2025-03-31,8240,0.76,2025-05-15
2025-06-30,8240,0.25,2025-08-14
2025-09-30,8240,0.53,2025-11-14
2025-12-31,8240,0.64,2026-03-31
2026-03-31,8240,0.4,2026-05-15
2026-06-30,8240,0.78,2026-08-14
2019-03-31,8249,0.31,2019-05-15
2019-06-30,8249,0.58,2019-08-14
2019-09-30,8249,0.69,2019-11-14
2019-12-31,8249,-0.12,2020-03-31
2020-03-31,8249,-0.08,2020-05-15
2020-06-30,8249,0.54,2020-08-14
2020-09-30,8249,0.72,2020-11-14
2020-12-31,8249,0.32,2021-03-31
2021-03-31,8249,0.31,2021-05-15
2021-06-30,8249,-0.09,2021-08-14
2021-09-30,8249,1.38,2021-11-14
2021-12-31,8249,0.05,2022-03-31
2022-03-31,8249,0.22,2022-05-15
2022-06-30,8249,0.59,2022-08-14
2022-09-30,8249,2.3,2022-11-14
2022-12-31,8249,0.09,2023-03-31
2023-03-31,8249,0.42,2023-05-15
2023-06-30,8249,0.48,2023-08-14
2023-09-30,8249,1.26,2023-11-14
2023-12-31,8249,0.01,2024-03-31
2024-03-31,8249,0.21,2024-05-15
2024-06-30,8249,0.5,2024-08-14
2024-09-30,8249,2.01,2024-11-14
2024-12-31,8249,0.61,2025-03-31
2025-03-31,8249,1.04,2025-05-15
2025-06-30,8249,1.04,2025-08-14
2025-09-30,8249,1.73,2025-11-14
2025-12-31,8249,0.23,2026-03-31
2026-03-31,8249,0.37,2026-05-15
2019-03-31,8255,1.34,2019-05-15
2019-06-30,8255,1.13,2019-08-14
2019-09-30,8255,0.93,2019-11-14
2019-12-31,8255,0.7,2020-03-31
2020-03-31,8255,0.8,2020-05-15
2020-06-30,8255,-0.3,2020-08-14
2020-09-30,8255,1.35,2020-11-14
2020-12-31,8255,1.25,2021-03-31
2021-03-31,8255,1.7,2021-05-15
2021-06-30,8255,1.22,2021-08-14
2021-09-30,8255,1.5,2021-11-14
2021-12-31,8255,0.82,2022-03-31
2022-03-31,8255,1.64,2022-05-15
2022-06-30,8255,1.39,2022-08-14
2022-09-30,8255,1.92,2022-11-14
2022-12-31,8255,1.18,2023-03-31
2023-03-31,8255,1.25,2023-05-15
2023-06-30,8255,3.69,2023-08-14
2023-09-30,8255,2.19,2023-11-14
2023-12-31,8255,0.55,2024-03-31
2024-03-31,8255,2.22,2024-05-15
2024-06-30,8255,2.13,2024-08-14
2024-09-30,8255,2.14,2024-11-14
2024-12-31,8255,1.74,2025-03-31
2025-03-31,8255,2.32,2025-05-15
2025-06-30,8255,0.38,2025-08-14
2025-09-30,8255,1.95,2025-11-14
2025-12-31,8255,1.68,2026-03-31
2026-03-31,8255,1.7,2026-05-15
2026-06-30,8255,1.44,2026-08-14
2019-03-31,8261,0.23,2019-05-15
2019-06-30,8261,0.12,2019-08-14
2019-09-30,8261,0.22,2019-11-14
2019-12-31,8261,0.11,2020-03-31
2020-03-31,8261,0.29,2020-05-15
2020-06-30,8261,0.57,2020-08-14
2020-09-30,8261,0.68,2020-11-14
2020-12-31,8261,0.9,2021-03-31
2021-03-31,8261,1.4,2021-05-15
2021-06-30,8261,1.71,2021-08-14
2021-09-30,8261,2.38,2021-11-14
2021-12-31,8261,2.53,2022-03-31
2022-03-31,8261,3.53,2022-05-15
2022-06-30,8261,3.09,2022-08-14
2022-09-30,8261,2.06,2022-11-14
2022-12-31,8261,0.43,2023-03-31
2023-03-31,8261,0.49,2023-05-15
2023-06-30,8261,0.59,2023-08-14
2023-09-30,8261,1.16,2023-11-14
2023-12-31,8261,0.58,2024-03-31
2024-03-31,8261,0.74,2024-05-15
2024-06-30,8261,1.15,2024-08-14
2024-09-30,8261,1.31,2024-11-14
2024-12-31,8261,1.6,2025-03-31
2025-03-31,8261,1.45,2025-05-15
2025-06-30,8261,0.67,2025-08-14
2025-09-30,8261,1.93,2025-11-14
2025-12-31,8261,1.68,2026-03-31
2026-03-31,8261,1.57,2026-05-15
2026-06-30,8261,1.51,2026-08-14
2019-03-31,8271,0.67,2019-05-15
2019-06-30,8271,0.74,2019-08-14
2019-09-30,8271,1.34,2019-11-14
2019-12-31,8271,0.99,2020-03-31
2020-03-31,8271,1.53,2020-05-15
2020-06-30,8271,0.57,2020-08-14
2020-09-30,8271,0.24,2020-11-14
2020-12-31,8271,0.54,2021-03-31
2021-03-31,8271,1.23,2021-05-15
2021-06-30,8271,1.68,2021-08-14
2021-09-30,8271,1.11,2021-11-14
2021-12-31,8271,0.79,2022-03-31
2022-03-31,8271,1.57,2022-05-15
2022-06-30,8271,1.45,2022-08-14
2022-09-30,8271,1.16,2022-11-14
2022-12-31,8271,1.07,2023-03-31
2023-03-31,8271,1.05,2023-05-15
2023-06-30,8271,0.96,2023-08-14
2023-09-30,8271,1.14,2023-11-14
2023-12-31,8271,1.36,2024-03-31
2024-03-31,8271,0.94,2024-05-15
2024-06-30,8271,0.69,2024-08-14
2024-09-30,8271,0.28,2024-11-14
2024-12-31,8271,0.28,2025-03-31
2025-03-31,8271,0.72,2025-05-15
2025-06-30,8271,1.02,2025-08-14
2025-09-30,8271,1.71,2025-11-14
2025-12-31,8271,3.25,2026-03-31
2026-03-31,8271,14.54,2026-05-15
2026-06-30,8271,20.93,2026-08-14
2022-12-31,8272,5.17,2023-03-31
2023-06-30,8272,0.84,2023-08-14
2023-12-31,8272,4.79,2024-03-31
2024-03-31,8272,0.28,2024-05-15
2024-06-30,8272,0.79,2024-08-14
2024-09-30,8272,0.74,2024-11-14
2024-12-31,8272,2.23,2025-03-31
2025-03-31,8272,0.25,2025-05-15
2025-06-30,8272,1.27,2025-08-14
2025-09-30,8272,0.98,2025-11-14
2025-12-31,8272,2.16,2026-03-31
2026-03-31,8272,0.39,2026-05-15
2026-06-30,8272,1.06,2026-08-14
2019-03-31,8277,-0.41,2019-05-15
2019-06-30,8277,-0.26,2019-08-14
2019-09-30,8277,-0.27,2019-11-14
2019-12-31,8277,-0.1,2020-03-31
2020-03-31,8277,-0.11,2020-05-15
2020-06-30,8277,-0.19,2020-08-14
2020-09-30,8277,-0.21,2020-11-14
2020-12-31,8277,-0.18,2021-03-31
2021-03-31,8277,-0.18,2021-05-15
2021-06-30,8277,-0.28,2021-08-14
2021-09-30,8277,-0.15,2021-11-14
2021-12-31,8277,-0.17,2022-03-31
2022-03-31,8277,-0.14,2022-05-15
2022-06-30,8277,-0.19,2022-08-14
2022-09-30,8277,-0.13,2022-11-14
2022-12-31,8277,-0.15,2023-03-31
2023-03-31,8277,-0.22,2023-05-15
2023-06-30,8277,-0.18,2023-08-14
2023-09-30,8277,-0.19,2023-11-14
2023-12-31,8277,-0.15,2024-03-31
2024-03-31,8277,-0.16,2024-05-15
2024-06-30,8277,-0.15,2024-08-14
2024-09-30,8277,-0.21,2024-11-14
2024-12-31,8277,-0.21,2025-03-31
2025-03-31,8277,-0.11,2025-05-15
2025-06-30,8277,-0.09,2025-08-14
2025-09-30,8277,-0.15,2025-11-14
2025-12-31,8277,-0.03,2026-03-31
2026-03-31,8277,-0.09,2026-05-15
2026-06-30,8277,-0.09,2026-08-14
2019-03-31,8279,1.46,2019-05-15
2019-06-30,8279,2.55,2019-08-14
2019-09-30,8279,1.97,2019-11-14
2019-12-31,8279,1.89,2020-03-31
2020-03-31,8279,1.48,2020-05-15
2020-06-30,8279,2.75,2020-08-14
2020-09-30,8279,2.2,2020-11-14
2020-12-31,8279,1.52,2021-03-31
2021-03-31,8279,1.53,2021-05-15
2021-06-30,8279,2.25,2021-08-14
2021-09-30,8279,2.54,2021-11-14
2021-12-31,8279,2.45,2022-03-31
2022-03-31,8279,2.41,2022-05-15
2022-06-30,8279,3.53,2022-08-14
2022-09-30,8279,3.37,2022-11-14
2022-12-31,8279,2.53,2023-03-31
2023-03-31,8279,2.69,2023-05-15
2023-06-30,8279,2.76,2023-08-14
2023-09-30,8279,2.59,2023-11-14
2023-12-31,8279,2.1,2024-03-31
2024-03-31,8279,2.2,2024-05-15
2024-06-30,8279,1.83,2024-08-14
2024-09-30,8279,2.67,2024-11-14
2024-12-31,8279,2.15,2025-03-31
2025-03-31,8279,2.26,2025-05-15
2025-06-30,8279,3.23,2025-08-14
2025-09-30,8279,3.14,2025-11-14
2025-12-31,8279,1.4,2026-03-31
2026-03-31,8279,1.23,2026-05-15
2026-06-30,8279,2.57,2026-08-14
2019-06-30,8284,2.01,2019-08-14
2019-09-30,8284,1.32,2019-11-14
2019-12-31,8284,1.15,2020-03-31
2020-03-31,8284,0.9,2020-05-15
2020-06-30,8284,0.38,2020-08-14
2020-09-30,8284,0.6,2020-11-14
2020-12-31,8284,0.88,2021-03-31
2021-03-31,8284,0.75,2021-05-15
2021-06-30,8284,0.83,2021-08-14
2021-09-30,8284,0.99,2021-11-14
2021-12-31,8284,1.49,2022-03-31
2022-03-31,8284,1.37,2022-05-15
2022-06-30,8284,1.92,2022-08-14
2022-09-30,8284,1.68,2022-11-14
2022-12-31,8284,1.22,2023-03-31
2023-03-31,8284,0.84,2023-05-15
2023-06-30,8284,1.1,2023-08-14
2023-09-30,8284,1.29,2023-11-14
2023-12-31,8284,0.98,2024-03-31
2024-03-31,8284,1.31,2024-05-15
2024-06-30,8284,1.32,2024-08-14
2024-09-30,8284,1.3,2024-11-14
2024-12-31,8284,1.63,2025-03-31
2025-03-31,8284,1.45,2025-05-15
2025-06-30,8284,-0.25,2025-08-14
2025-09-30,8284,1.68,2025-11-14
2025-12-31,8284,1.86,2026-03-31
2026-03-31,8284,1.28,2026-05-15
2026-06-30,8284,1.85,2026-08-14
2019-03-31,8289,-0.1,2019-05-15
2019-06-30,8289,-0.1,2019-08-14
2019-09-30,8289,0.29,2019-11-14
2019-12-31,8289,-0.36,2020-03-31
2020-03-31,8289,-0.09,2020-05-15
2020-06-30,8289,0.1,2020-08-14
2020-09-30,8289,-0.12,2020-11-14
2020-12-31,8289,0.17,2021-03-31
2021-03-31,8289,0.3,2021-05-15
2021-06-30,8289,0.71,2021-08-14
2021-09-30,8289,1.07,2021-11-14
2021-12-31,8289,1.04,2022-03-31
2022-03-31,8289,1.27,2022-05-15
2022-06-30,8289,1.73,2022-08-14
2022-09-30,8289,1.72,2022-11-14
2022-12-31,8289,0.53,2023-03-31
2023-03-31,8289,0.85,2023-05-15
2023-06-30,8289,0.27,2023-08-14
2023-09-30,8289,0.4,2023-11-14
2023-12-31,8289,-0.23,2024-03-31
2024-03-31,8289,0.32,2024-05-15
2024-06-30,8289,0.19,2024-08-14
2024-09-30,8289,-0.26,2024-11-14
2024-12-31,8289,0.15,2025-03-31
2025-03-31,8289,0.07,2025-05-15
2025-06-30,8289,-0.46,2025-08-14
2025-09-30,8289,0.15,2025-11-14
2025-12-31,8289,0.28,2026-03-31
2026-03-31,8289,0.28,2026-05-15
2026-06-30,8289,0.36,2026-08-14
2019-03-31,8291,-0.18,2019-05-15
2019-06-30,8291,-0.12,2019-08-14
2019-09-30,8291,-0.19,2019-11-14
2019-12-31,8291,-0.52,2020-03-31
2020-03-31,8291,-0.15,2020-05-15
2020-06-30,8291,-0.15,2020-08-14
2020-09-30,8291,-0.23,2020-11-14
2020-12-31,8291,-0.91,2021-03-31
2021-03-31,8291,-0.19,2021-05-15
2021-06-30,8291,-0.13,2021-08-14
2021-09-30,8291,-0.12,2021-11-14
2021-12-31,8291,-0.23,2022-03-31
2022-03-31,8291,-0.23,2022-05-15
2022-06-30,8291,-0.28,2022-08-14
2022-09-30,8291,-0.31,2022-11-14
2022-12-31,8291,-0.43,2023-03-31
2023-03-31,8291,-0.31,2023-05-15
2023-06-30,8291,-0.34,2023-08-14
2023-09-30,8291,-0.48,2023-11-14
2023-12-31,8291,-0.36,2024-03-31
2024-03-31,8291,-0.42,2024-05-15
2024-06-30,8291,-0.34,2024-08-14
2024-09-30,8291,-0.21,2024-11-14
2024-12-31,8291,-0.28,2025-03-31
2025-03-31,8291,-0.16,2025-05-15
2025-06-30,8291,-0.48,2025-08-14
2025-09-30,8291,-0.46,2025-11-14
2025-12-31,8291,-0.41,2026-03-31
2026-03-31,8291,-0.49,2026-05-15
2026-06-30,8291,-0.42,2026-08-14
2019-03-31,8299,4.47,2019-05-15
2019-06-30,8299,3.96,2019-08-14
2019-09-30,8299,8.28,2019-11-14
2019-12-31,8299,6.34,2020-03-31
2020-03-31,8299,9.63,2020-05-15
2020-06-30,8299,6.0,2020-08-14
2020-09-30,8299,9.3,2020-11-14
2020-12-31,8299,19.2,2021-03-31
2021-03-31,8299,8.56,2021-05-15
2021-06-30,8299,11.49,2021-08-14
2021-09-30,8299,12.1,2021-11-14
2021-12-31,8299,9.19,2022-03-31
2022-03-31,8299,11.09,2022-05-15
2022-06-30,8299,9.17,2022-08-14
2022-09-30,8299,6.13,2022-11-14
2022-12-31,8299,1.29,2023-03-31
2023-03-31,8299,1.26,2023-05-15
2023-06-30,8299,2.28,2023-08-14
2023-09-30,8299,4.32,2023-11-14
2023-12-31,8299,10.57,2024-03-31
2024-03-31,8299,12.02,2024-05-15
2024-06-30,8299,11.97,2024-08-14
2024-09-30,8299,3.37,2024-11-14
2024-12-31,8299,11.64,2025-03-31
2025-03-31,8299,5.53,2025-05-15
2025-06-30,8299,3.6,2025-08-14
2025-09-30,8299,10.75,2025-11-14
2025-12-31,8299,22.08,2026-03-31
2026-03-31,8299,68.8,2026-05-15
2019-03-31,8341,1.53,2019-05-15
2019-06-30,8341,2.44,2019-08-14
2019-09-30,8341,2.55,2019-11-14
2019-12-31,8341,2.39,2020-03-31
2020-03-31,8341,2.05,2020-05-15
2020-06-30,8341,2.05,2020-08-14
2020-09-30,8341,2.22,2020-11-14
2020-12-31,8341,2.58,2021-03-31
2021-03-31,8341,1.95,2021-05-15
2021-06-30,8341,2.09,2021-08-14
2021-09-30,8341,1.97,2021-11-14
2021-12-31,8341,2.46,2022-03-31
2022-03-31,8341,2.71,2022-05-15
2022-06-30,8341,1.76,2022-08-14
2022-09-30,8341,1.69,2022-11-14
2022-12-31,8341,1.56,2023-03-31
2023-03-31,8341,1.2,2023-05-15
2023-06-30,8341,0.38,2023-08-14
2023-09-30,8341,1.0,2023-11-14
2023-12-31,8341,0.8,2024-03-31
2024-03-31,8341,0.46,2024-05-15
2024-06-30,8341,1.01,2024-08-14
2024-09-30,8341,1.21,2024-11-14
2024-12-31,8341,1.0,2025-03-31
2025-03-31,8341,1.29,2025-05-15
2025-06-30,8341,0.93,2025-08-14
2025-09-30,8341,1.38,2025-11-14
2025-12-31,8341,0.88,2026-03-31
2026-03-31,8341,1.51,2026-05-15
2026-06-30,8341,1.47,2026-08-14
2019-03-31,8342,0.61,2019-05-15
2019-06-30,8342,0.62,2019-08-14
2019-09-30,8342,0.74,2019-11-14
2019-12-31,8342,1.08,2020-03-31
2020-03-31,8342,0.95,2020-05-15
2020-06-30,8342,1.14,2020-08-14
2020-09-30,8342,0.72,2020-11-14
2020-12-31,8342,2.83,2021-03-31
2021-03-31,8342,0.91,2021-05-15
2021-06-30,8342,0.88,2021-08-14
2021-09-30,8342,0.93,2021-11-14
2021-12-31,8342,1.02,2022-03-31
2022-03-31,8342,1.85,2022-05-15
2022-06-30,8342,2.36,2022-08-14
2022-09-30,8342,1.9,2022-11-14
2022-12-31,8342,0.43,2023-03-31
2023-03-31,8342,0.67,2023-05-15
2023-06-30,8342,1.47,2023-08-14
2023-09-30,8342,1.61,2023-11-14
2023-12-31,8342,0.97,2024-03-31
2024-03-31,8342,1.95,2024-05-15
2024-06-30,8342,2.06,2024-08-14
2024-09-30,8342,1.31,2024-11-14
2024-12-31,8342,2.33,2025-03-31
2025-03-31,8342,1.6,2025-05-15
2025-06-30,8342,0.75,2025-08-14
2025-09-30,8342,1.67,2025-11-14
2025-12-31,8342,1.95,2026-03-31
2026-03-31,8342,1.45,2026-05-15
2026-06-30,8342,2.49,2026-08-14
2019-03-31,8349,0.76,2019-05-15
2019-06-30,8349,0.19,2019-08-14
2019-09-30,8349,0.4,2019-11-14
2019-12-31,8349,0.81,2020-03-31
2020-03-31,8349,0.01,2020-05-15
2020-06-30,8349,-0.36,2020-08-14
2020-09-30,8349,1.23,2020-11-14
2020-12-31,8349,1.64,2021-03-31
2021-03-31,8349,0.73,2021-05-15
2021-06-30,8349,0.48,2021-08-14
2021-09-30,8349,0.59,2021-11-14
2021-12-31,8349,1.23,2022-03-31
2022-03-31,8349,1.11,2022-05-15
2022-06-30,8349,0.8,2022-08-14
2022-09-30,8349,1.56,2022-11-14
2022-12-31,8349,0.99,2023-03-31
2023-03-31,8349,0.16,2023-05-15
2023-06-30,8349,0.71,2023-08-14
2023-09-30,8349,0.85,2023-11-14
2023-12-31,8349,1.38,2024-03-31
2024-03-31,8349,1.21,2024-05-15
2024-06-30,8349,1.24,2024-08-14
2024-09-30,8349,0.93,2024-11-14
2024-12-31,8349,1.1,2025-03-31
2025-03-31,8349,0.66,2025-05-15
2025-06-30,8349,0.02,2025-08-14
2025-09-30,8349,0.6,2025-11-14
2025-12-31,8349,0.74,2026-03-31
2026-03-31,8349,0.61,2026-05-15
2026-06-30,8349,0.51,2026-08-14
2019-03-31,8354,0.25,2019-05-15
2019-06-30,8354,1.3,2019-08-14
2019-09-30,8354,0.1,2019-11-14
2019-12-31,8354,-0.24,2020-03-31
2020-03-31,8354,0.3,2020-05-15
2020-06-30,8354,0.03,2020-08-14
2020-09-30,8354,0.19,2020-11-14
2020-12-31,8354,-0.04,2021-03-31
2021-03-31,8354,0.27,2021-05-15
2021-06-30,8354,-0.13,2021-08-14
2021-09-30,8354,-0.07,2021-11-14
2021-12-31,8354,2.99,2022-03-31
2022-03-31,8354,0.43,2022-05-15
2022-06-30,8354,0.32,2022-08-14
2022-09-30,8354,0.8,2022-11-14
2022-12-31,8354,-0.53,2023-03-31
2023-03-31,8354,-0.03,2023-05-15
2023-06-30,8354,0.35,2023-08-14
2023-09-30,8354,0.75,2023-11-14
2023-12-31,8354,-0.28,2024-03-31
2024-03-31,8354,0.83,2024-05-15
2024-06-30,8354,0.42,2024-08-14
2024-09-30,8354,-0.08,2024-11-14
2024-12-31,8354,0.41,2025-03-31
2025-03-31,8354,0.04,2025-05-15
2025-06-30,8354,-1.23,2025-08-14
2025-09-30,8354,0.75,2025-11-14
2025-12-31,8354,0.57,2026-03-31
2026-03-31,8354,0.3,2026-05-15
2026-06-30,8354,1.09,2026-08-14
2019-03-31,8358,0.39,2019-05-15
2019-06-30,8358,0.37,2019-08-14
2019-09-30,8358,0.36,2019-11-14
2019-12-31,8358,0.45,2020-03-31
2020-03-31,8358,0.62,2020-05-15
2020-06-30,8358,0.62,2020-08-14
2020-09-30,8358,0.51,2020-11-14
2020-12-31,8358,0.39,2021-03-31
2021-03-31,8358,0.92,2021-05-15
2021-06-30,8358,1.54,2021-08-14
2021-09-30,8358,1.74,2021-11-14
2021-12-31,8358,1.83,2022-03-31
2022-03-31,8358,1.51,2022-05-15
2022-06-30,8358,1.21,2022-08-14
2022-09-30,8358,0.46,2022-11-14
2022-12-31,8358,0.65,2023-03-31
2023-03-31,8358,0.71,2023-05-15
2023-06-30,8358,0.33,2023-08-14
2023-09-30,8358,0.37,2023-11-14
2023-12-31,8358,0.7,2024-03-31
2024-03-31,8358,0.84,2024-05-15
2024-06-30,8358,1.15,2024-08-14
2024-09-30,8358,0.88,2024-11-14
2024-12-31,8358,0.77,2025-03-31
2025-03-31,8358,1.05,2025-05-15
2025-06-30,8358,0.66,2025-08-14
2025-09-30,8358,1.0,2025-11-14
2025-12-31,8358,1.5,2026-03-31
2026-03-31,8358,2.06,2026-05-15
2026-06-30,8358,2.16,2026-08-14
2019-03-31,8367,0.14,2019-05-15
2019-06-30,8367,0.46,2019-08-14
2019-09-30,8367,0.54,2019-11-14
2019-12-31,8367,0.78,2020-03-31
2020-03-31,8367,0.42,2020-05-15
2020-06-30,8367,0.72,2020-08-14
2020-09-30,8367,0.64,2020-11-14
2020-12-31,8367,0.95,2021-03-31
2021-03-31,8367,0.94,2021-05-15
2021-06-30,8367,4.42,2021-08-14
2021-09-30,8367,0.87,2021-11-14
2021-12-31,8367,0.86,2022-03-31
2022-03-31,8367,0.75,2022-05-15
2022-06-30,8367,0.11,2022-08-14
2022-09-30,8367,1.38,2022-11-14
2022-12-31,8367,0.75,2023-03-31
2023-03-31,8367,0.95,2023-05-15
2023-06-30,8367,0.61,2023-08-14
2023-09-30,8367,0.64,2023-11-14
2023-12-31,8367,1.05,2024-03-31
2024-03-31,8367,0.65,2024-05-15
2024-06-30,8367,1.18,2024-08-14
2024-09-30,8367,0.94,2024-11-14
2024-12-31,8367,0.82,2025-03-31
2025-03-31,8367,0.95,2025-05-15
2025-06-30,8367,0.69,2025-08-14
2025-09-30,8367,0.92,2025-11-14
2025-12-31,8367,1.24,2026-03-31
2026-03-31,8367,0.67,2026-05-15
2026-06-30,8367,0.31,2026-08-14
2019-03-31,8374,0.25,2019-05-15
2019-06-30,8374,-0.07,2019-08-14
2019-09-30,8374,-0.55,2019-11-14
2019-12-31,8374,-0.42,2020-03-31
2020-03-31,8374,0.1,2020-05-15
2020-06-30,8374,0.2,2020-08-14
2020-09-30,8374,0.25,2020-11-14
2020-12-31,8374,0.24,2021-03-31
2021-03-31,8374,0.44,2021-05-15
2021-06-30,8374,0.37,2021-08-14
2021-09-30,8374,0.28,2021-11-14
2021-12-31,8374,0.23,2022-03-31
2022-03-31,8374,0.35,2022-05-15
2022-06-30,8374,0.39,2022-08-14
2022-09-30,8374,0.03,2022-11-14
2022-12-31,8374,-0.07,2023-03-31
2023-03-31,8374,0.01,2023-05-15
2023-06-30,8374,0.02,2023-08-14
2023-09-30,8374,-0.16,2023-11-14
2023-12-31,8374,-0.06,2024-03-31
2024-03-31,8374,0.0,2024-05-15
2024-06-30,8374,0.05,2024-08-14
2024-09-30,8374,0.15,2024-11-14
2024-12-31,8374,0.4,2025-03-31
2025-03-31,8374,0.24,2025-05-15
2025-06-30,8374,0.24,2025-08-14
2025-09-30,8374,0.22,2025-11-14
2025-12-31,8374,-1.25,2026-03-31
